,URN,LA,GENDER,RELCHAR,PNORG,PNORB,PSENELSE,PSENELK,PNUMEAL,PNUMENGFL,PNUMUNCFL,PNUMFSMEVER,PNUMFSM,PERCTOT,PPERSABS10,TPUP,P8PUP,ATT8SCR,P8MEA,P8CILOW,P8CIUPP,EBACCAPS,PTL2BASICS_94,PTL2BASICS_95,PTEBACC_E_PTQ_EE,PTEBACC_94,PTEBACC_95,PT5EM_94,P8_BANDING,OVERALL_DESTPER,NOT_SUSTAINEDPER,UNKNOWNPER,OVERALL_DESTPER_DIS,NOT_SUSTAINEDPER_DIS,UNKNOWNPER_DIS,Rating
4409,138850,341,Boys,Church of England,3.8,96.2,1.4,13.5,8.2,91.8,0.0,19.9,11.74698795180723,4.6,10.1,150.0,150,51.9,-0.19,-0.39,0.02,4.3,73.3%,56.7%,12.7%,11.3%,10.0%,70.0%,3,97%,3%,0%,88%,13%,0%,Good
4410,138852,336,Mixed,Church of England,50.7,49.3,0.5,14.2,27.9,72.1,0.0,24.7,9.12106135986733,3.5,6.3,161.0,151,50.2,0.02,-0.19,0.22,4.5,73.3%,47.2%,70.8%,28.6%,14.3%,68.3%,3,98%,1%,1%,87%,13%,0%,Good
4411,138853,344,Mixed,Church of England,43.3,56.7,4.6,23.9,0.4,99.6,0.0,39.2,22.505307855626327,5.4,13.5,267.0,267,42.2,0.03,-0.13,0.18,3.55,56.6%,30.3%,55.1%,28.8%,10.5%,55.4%,3,93%,6%,1%,91%,8%,1%,Unknown
4414,138859,320,Mixed,Does not apply,38.2,61.8,1.1,10.6,54.9,43.9,1.3,39.4,17.79816513761468,6.5,22.1,125.0,98,40.3,-0.3,-0.56,-0.05,3.65,53.6%,30.4%,65.6%,26.4%,15.2%,52.0%,4,90%,9%,1%,86%,14%,0%,Good
4415,138863,880,Mixed,Does not apply,46.3,53.7,3.8,19.7,2.5,97.5,0.0,38.4,19.7428139183056,6.0,17.6,215.0,209,37.3,-0.44,-0.61,-0.27,3.03,41.9%,21.4%,7.0%,5.1%,3.3%,36.3%,4,92%,8%,0%,82%,18%,0%,Good
4422,138879,868,Boys,Does not apply,0.4,99.6,1.5,11.3,16.8,82.9,0.3,13.8,9.070796460176991,4.6,11.6,125.0,108,47.6,-0.25,-0.49,-0.01,4.15,68.8%,42.4%,32.0%,17.6%,10.4%,64.0%,4,99%,1%,0%,93%,7%,0%,Good
4425,138885,865,Mixed,None,49.0,51.0,1.8,7.7,8.7,91.3,0.0,30.1,17.70114942528736,7.5,20.3,146.0,137,38.8,-0.31,-0.53,-0.1,3.48,49.3%,28.1%,45.2%,22.6%,15.1%,41.8%,4,92%,6%,2%,87%,8%,5%,Good
4427,138895,845,Mixed,Does not apply,49.7,50.3,1.9,12.6,4.5,95.5,0.0,34.9,19.710378117457765,7.0,17.8,210.0,204,40.3,-0.34,-0.51,-0.16,3.36,48.1%,26.7%,17.1%,10.5%,8.1%,44.3%,4,93%,7%,0%,91%,9%,0%,Good
4429,138918,926,Mixed,None,45.8,54.2,1.1,24.6,4.2,95.8,0.0,24.9,14.536741214057509,7.3,23,90.0,87,38,-0.18,-0.45,0.09,3.46,47.8%,27.8%,75.6%,12.2%,7.8%,40.0%,3,92%,8%,0%,88%,12%,0%,Requires Improvement
4430,138920,850,Mixed,Does not apply,47.1,52.9,1.4,12.4,10.8,89.2,0.0,38.8,21.043165467625897,6.5,18.4,74.0,71,40.1,0.02,-0.28,0.31,3.37,51.4%,29.7%,17.6%,5.4%,1.4%,44.6%,3,91%,9%,0%,83%,17%,0%,Good
4431,138923,394,Mixed,Does not apply,49.0,51.0,1.2,15.6,0.9,99.1,0.0,31.7,22.171532846715326,5.1,11.3,221.0,220,45.8,-0.2,-0.37,-0.03,3.76,68.3%,39.4%,35.7%,20.8%,10.0%,65.2%,4,90%,9%,1%,85%,14%,2%,Unknown
4432,138924,313,Mixed,None,49.3,50.7,2.8,11.2,58.7,41.3,0.0,30.9,15.095846645367411,4.0,6.1,186.0,173,51.8,0.8,0.61,1,4.94,73.1%,52.7%,71.5%,51.6%,35.5%,68.3%,1,96%,3%,1%,93%,5%,2%,Unknown
4433,138925,373,Mixed,Does not apply,51.8,48.2,1.7,24.7,75.0,24.7,0.3,58.2,43.1640625,9.5,34.3,185.0,175,34.3,-0.19,-0.38,0,3.03,39.5%,16.8%,55.7%,14.1%,4.3%,37.3%,3,93%,6%,2%,87%,10%,3%,Requires Improvement
4435,138932,928,Mixed,Does not apply,47.8,52.2,0.5,12.1,27.2,72.7,0.1,25.1,12.021036814425244,5.4,13.8,199.0,165,39.9,-0.2,-0.39,0,3.22,43.2%,26.6%,17.1%,11.6%,8.0%,41.7%,3,98%,1%,1%,92%,5%,3%,Good
4437,138936,860,Mixed,Does not apply,47.5,52.5,2.7,6.8,3.2,96.8,0.0,23.3,11.452513966480447,6.5,19.2,133.0,128,42.4,-0.2,-0.43,0.02,3.53,57.9%,28.6%,29.3%,12.8%,6.8%,54.9%,3,93%,6%,1%,90%,10%,0%,Requires Improvement
4438,138937,330,Girls,Does not apply,100.0,0.0,0.8,16.0,64.9,33.6,1.5,58.8,23.825136612021858,6.0,16,139.0,130,45.8,0.22,0,0.44,3.89,59.7%,37.4%,19.4%,14.4%,10.8%,58.3%,3,99%,1%,0%,98%,2%,0%,Outstanding
4439,138948,888,Mixed,Does not apply,44.2,55.8,1.2,5.3,6.1,93.9,0.0,24.2,14.111261872455902,4.9,10.8,120.0,114,44.9,-0.14,-0.38,0.09,3.56,63.3%,41.7%,8.3%,5.8%,1.7%,55.0%,3,94%,5%,1%,79%,21%,0%,Good
4440,138950,384,Mixed,Roman Catholic,50.3,49.7,5.2,13.4,25.4,74.5,0.1,29.2,15.48731642189586,5.2,13,137.0,130,43.4,-0.28,-0.5,-0.05,3.97,60.6%,38.7%,51.8%,33.6%,20.4%,56.9%,4,94%,6%,0%,81%,19%,0%,Good
4441,138951,384,Mixed,Roman Catholic,50.7,49.3,3.1,11.2,6.7,92.7,0.6,16.0,7.262210796915166,4.3,8.6,242.0,240,48.2,-0.2,-0.36,-0.04,4.34,71.9%,44.6%,70.2%,31.0%,21.5%,64.0%,4,99%,1%,0%,96%,4%,0%,Unknown
4444,138961,210,Mixed,Roman Catholic,45.9,54.1,1.6,19.0,22.9,77.1,0.0,43.4,20.99767981438515,2.5,6.6,128.0,126,53.3,0.52,0.3,0.75,5.05,71.9%,53.1%,85.9%,56.3%,37.5%,68.8%,1,97%,3%,0%,98%,2%,0%,Outstanding
4445,138964,891,Mixed,Does not apply,48.9,51.1,0.6,5.0,2.6,97.2,0.2,18.2,8.423114593535749,5.0,11.8,145.0,141,47.9,-0.23,-0.44,-0.02,4.13,73.8%,46.9%,24.1%,19.3%,14.5%,65.5%,4,95%,5%,0%,84%,16%,0%,Unknown
4447,138985,800,Mixed,Does not apply,49.5,50.5,3.3,10.6,4.2,95.6,0.2,39.2,22.99651567944251,11.4,31.4,87.0,85,33,-0.97,-1.24,-0.69,2.8,41.4%,14.9%,11.5%,3.4%,1.1%,32.2%,5,95%,4%,1%,88%,12%,0%,Good
4451,139031,344,Mixed,Roman Catholic,46.5,53.5,2.3,6.8,4.5,95.5,0.0,30.3,15.97177677998717,6.3,15,230.0,227,46.6,0.43,0.27,0.6,3.81,57.0%,30.0%,66.5%,23.9%,10.9%,57.0%,2,95%,5%,0%,92%,8%,0%,Outstanding
4452,139036,919,Mixed,Does not apply,51.9,48.1,0.1,19.0,2.3,97.7,0.0,15.7,6.48236415633937,5.0,10.2,171.0,169,48.8,-0.05,-0.25,0.14,4.19,71.9%,49.1%,31.0%,21.1%,14.6%,66.7%,3,97%,3%,0%,94%,6%,0%,Good
4455,139047,330,Mixed,None,45.2,54.8,0.8,14.1,35.0,64.6,0.4,64.2,42.04322200392927,5.2,11.4,96.0,61,43.5,0.04,-0.28,0.36,3.81,50.0%,28.1%,35.4%,25.0%,15.6%,50.0%,3,88%,8%,4%,86%,10%,4%,Good
4457,139049,801,Mixed,None,49.7,50.3,0.5,34.8,5.7,94.3,0.0,60.5,40.0611620795107,6.8,19.3,98.0,96,38.4,-0.06,-0.31,0.2,3.19,52.0%,26.5%,45.9%,8.2%,3.1%,44.9%,3,91%,7%,2%,90%,6%,4%,Inadequate
4458,139051,831,Mixed,None,51.7,48.3,1.2,26.3,32.5,67.2,0.3,64.0,36.18421052631579,9.5,32.5,115.0,109,26.3,-1.02,-1.26,-0.77,2.21,21.7%,12.2%,20.0%,8.7%,2.6%,13.0%,5,81%,15%,4%,76%,18%,6%,Inadequate
4460,139058,926,Mixed,Does not apply,48.4,51.6,2.6,14.1,1.5,98.5,0.0,25.6,11.688311688311687,7.1,20.4,95.0,92,38.1,-0.46,-0.72,-0.2,3.51,54.7%,37.9%,20.0%,14.7%,9.5%,42.1%,4,91%,8%,1%,96%,4%,0%,Requires Improvement
4461,139059,813,Mixed,Does not apply,48.7,51.3,1.2,20.1,6.6,93.4,0.0,47.9,27.313432835820894,7.0,20.7,98.0,98,37.9,0.15,-0.1,0.41,3.04,50.0%,33.7%,4.1%,4.1%,4.1%,45.9%,3,91%,8%,1%,85%,14%,2%,Good
4462,139060,928,Mixed,None,48.0,52.0,0.6,8.4,19.1,80.9,0.0,30.3,16.985376827896513,6.7,21.1,122.0,109,34.5,-0.81,-1.05,-0.57,2.96,39.3%,23.0%,15.6%,5.7%,3.3%,36.9%,5,86%,12%,2%,81%,16%,3%,Inadequate
4463,139062,891,Mixed,Does not apply,48.9,51.1,0.3,13.7,0.4,99.6,0.0,38.8,22.177954847277555,5.6,12.7,130.0,130,48.9,0.23,0.01,0.45,3.83,60.0%,37.7%,34.6%,20.8%,16.2%,59.2%,2,92%,7%,1%,86%,12%,2%,Good
4466,139068,861,Mixed,Does not apply,49.9,50.1,2.0,13.9,41.1,58.8,0.1,37.6,19.47890818858561,6.4,17.5,133.0,119,36.3,-0.34,-0.57,-0.11,3.1,51.1%,23.3%,51.9%,9.0%,6.8%,38.3%,4,90%,8%,2%,81%,17%,2%,Good
4469,139075,886,Mixed,None,52.4,47.6,2.9,13.8,2.0,98.0,0.0,23.8,12.034383954154727,4.5,10.2,85.0,83,48,0.47,0.19,0.75,4.27,78.8%,56.5%,68.2%,34.1%,18.8%,74.1%,2,98%,2%,0%,94%,6%,0%,Outstanding
4470,139076,382,Mixed,Does not apply,50.5,49.5,1.1,7.7,15.2,84.4,0.4,41.2,32.465753424657535,6.1,19.3,102.0,98,51.9,0.67,0.42,0.93,4.27,77.5%,52.9%,20.6%,20.6%,18.6%,76.5%,1,92%,7%,1%,88%,12%,0%,Good
4475,139101,373,Mixed,Does not apply,49.5,50.5,1.6,13.0,1.7,98.3,0.0,13.2,7.52405949256343,5.2,12.5,170.0,169,49.6,-0.09,-0.29,0.1,4.46,70.6%,47.1%,34.1%,27.1%,20.6%,68.8%,3,95%,5%,1%,79%,21%,0%,Inadequate
4476,139102,893,Mixed,Does not apply,45.7,54.3,7.3,8.8,6.3,93.5,0.2,22.4,10.325047801147228,5.2,11.6,101.0,89,45.1,-0.05,-0.32,0.21,4.22,68.3%,29.7%,72.3%,31.7%,14.9%,62.4%,3,80%,14%,6%,65%,20%,15%,Unknown
4477,139109,938,Mixed,None,41.3,58.7,3.4,7.6,7.5,92.5,0.0,19.8,9.108341323106425,5.1,11.5,184.0,171,48.3,0.12,-0.07,0.32,4.49,73.4%,44.6%,67.4%,39.1%,25.5%,71.2%,3,91%,5%,3%,84%,13%,3%,Good
4481,139130,888,Mixed,Does not apply,46.7,53.3,1.4,10.4,35.5,64.5,0.0,38.0,22.404371584699454,5.6,14,36.0,35,41.8,-0.29,-0.71,0.14,3.72,52.8%,19.4%,52.8%,22.2%,11.1%,50.0%,3,90%,10%,0%,86%,14%,0%,Good
4483,139138,336,Mixed,None,50.2,49.8,1.7,11.9,33.7,66.3,0.0,48.4,25.6198347107438,4.9,12.7,152.0,140,50.9,0.82,0.61,1.03,4.72,71.7%,46.7%,94.7%,49.3%,26.3%,69.7%,1,97%,2%,1%,98%,2%,0%,Good
4484,139139,895,Mixed,Roman Catholic,49.6,50.4,2.4,9.9,8.3,91.7,0.0,16.4,8.361486486486488,6.1,13.6,215.0,212,49.5,-0.06,-0.23,0.11,4.46,70.2%,49.8%,82.8%,33.0%,20.9%,61.9%,3,98%,2%,0%,92%,8%,0%,Outstanding
4485,139140,925,Girls,None,94.6,5.4,0.0,11.4,15.0,85.0,0.0,9.8,4.881101376720901,4.2,8.5,116.0,112,59.4,0.2,-0.03,0.44,5.5,98.3%,82.8%,70.7%,56.9%,34.5%,96.6%,3,98%,1%,1%,88%,13%,0%,Good
4486,139143,893,Mixed,None,52.3,47.7,2.2,15.2,1.5,98.5,0.0,17.9,7.606679035250464,6.9,19.1,118.0,116,45.2,-0.21,-0.45,0.02,4.06,66.1%,42.4%,55.9%,28.8%,13.6%,61.9%,3,100%,0%,0%,100%,0%,0%,Good
4489,139148,352,Mixed,Does not apply,42.7,57.3,1.9,15.7,21.0,78.9,0.1,30.3,17.639168343393695,5.2,12.4,295.0,289,49.2,0.1,-0.04,0.25,4.52,69.5%,52.9%,56.9%,38.0%,29.2%,63.1%,3,90%,7%,3%,87%,11%,2%,Unknown
4492,139153,881,Mixed,Does not apply,51.3,48.7,2.8,12.5,0.8,99.2,0.0,17.6,7.232142857142858,5.2,12.8,174.0,171,46.7,0.24,0.05,0.43,3.87,67.8%,37.9%,29.9%,12.6%,6.9%,63.8%,2,94%,4%,2%,89%,11%,0%,Good
4493,139154,919,Boys,Does not apply,0.0,100.0,0.7,15.3,7.8,92.0,0.2,10.0,3.9076376554174073,4.6,9.1,158.0,154,59.2,0.42,0.22,0.62,5.78,88.0%,75.3%,82.9%,68.4%,53.8%,84.2%,2,99%,1%,0%,100%,0%,0%,Outstanding
4494,139155,908,Mixed,Does not apply,51.9,48.1,2.7,10.3,4.7,94.8,0.5,22.4,10.131477184841454,5.5,14.8,193.0,188,44.6,-0.26,-0.45,-0.08,4.09,60.6%,39.4%,73.1%,30.1%,14.0%,56.5%,4,97%,3%,0%,94%,6%,0%,Unknown
4495,139158,928,Mixed,None,51.1,48.9,0.8,5.1,3.6,96.4,0.0,7.7,2.213740458015267,4.2,7.4,182.0,172,48.3,0.02,-0.17,0.22,4.09,73.6%,50.0%,20.3%,11.5%,7.1%,68.1%,3,96%,3%,1%,81%,19%,0%,Unknown
4499,139179,881,Mixed,Does not apply,49.9,50.1,1.9,22.8,5.2,94.4,0.4,28.0,10.918114143920596,5.3,11.4,174.0,169,39.6,-0.4,-0.59,-0.2,3.36,46.6%,29.3%,38.5%,17.2%,6.9%,42.0%,4,92%,6%,2%,82%,16%,3%,Good
4500,139180,925,Boys,None,7.7,92.3,0.3,6.3,23.5,76.5,0.0,11.5,5.475880052151238,4.0,7.7,101.0,93,54.8,-0.41,-0.67,-0.15,5.02,91.1%,61.4%,80.2%,41.6%,23.8%,85.1%,4,100%,0%,0%,100%,0%,0%,Requires Improvement
4501,139181,881,Mixed,None,48.6,51.4,4.0,11.5,6.0,94.0,0.0,25.9,11.18546845124283,6.3,17,152.0,146,35.9,-0.61,-0.82,-0.41,2.84,42.1%,19.1%,2.6%,0.0%,0.0%,40.1%,5,95%,5%,0%,88%,13%,0%,Good
4502,139182,381,Mixed,None,49.3,50.7,0.3,1.0,9.6,90.1,0.4,10.0,5.804749340369393,4.6,7.9,158.0,137,72.7,0.45,0.23,0.66,6.93,99.4%,96.8%,85.4%,78.5%,63.3%,98.7%,2,99%,1%,0%,100%,0%,0%,Unknown
4503,139184,394,Mixed,Church of England,52.8,47.2,0.8,15.4,0.2,99.8,0.0,26.0,17.386489479512733,7.1,20.4,172.0,171,46.4,-0.35,-0.54,-0.15,4.15,59.3%,41.9%,46.5%,37.2%,23.8%,57.0%,4,93%,7%,0%,85%,15%,0%,Good
4506,139193,936,Mixed,None,49.9,50.1,1.4,5.5,12.5,87.4,0.2,14.7,5.600722673893405,5.2,11,160.0,153,57.1,0.38,0.17,0.58,5.4,81.9%,61.3%,85.6%,52.5%,36.3%,81.3%,2,97%,3%,0%,84%,16%,0%,Outstanding
4507,139196,877,Mixed,Does not apply,48.5,51.5,3.2,15.7,8.4,91.6,0.0,47.3,26.674364896073904,5.1,9.8,128.0,124,43.9,0.21,-0.02,0.44,3.57,51.6%,31.3%,36.7%,18.0%,14.1%,50.0%,3,90%,10%,0%,86%,14%,0%,Good
4508,139210,370,Mixed,Does not apply,48.6,51.4,4.9,9.0,3.4,96.5,0.1,50.1,28.3248730964467,8.9,26.4,155.0,149,41.1,-0.08,-0.29,0.12,3.39,61.9%,40.0%,4.5%,1.9%,1.3%,55.5%,3,92%,8%,0%,85%,15%,0%,Good
4509,139211,370,Mixed,Does not apply,52.4,47.6,2.0,4.8,3.1,96.9,0.0,41.6,25.19280205655527,9.0,28.7,185.0,185,41.7,-0.13,-0.31,0.06,3.21,60.0%,37.3%,8.6%,5.4%,2.7%,53.5%,3,90%,8%,2%,89%,9%,3%,Good
4518,139271,881,Mixed,None,49.4,50.6,1.3,11.3,11.1,87.2,1.7,32.5,16.119828815977176,6.0,15.2,89.0,81,33.2,-1.09,-1.37,-0.81,2.96,37.1%,15.7%,42.7%,11.2%,4.5%,27.0%,5,92%,6%,2%,85%,11%,4%,Inadequate
4519,139272,873,Mixed,Does not apply,50.2,49.8,0.9,11.5,7.8,91.5,0.7,28.7,16.10486891385768,6.5,16.7,237.0,233,42,-0.24,-0.41,-0.08,3.43,54.9%,30.4%,40.9%,7.6%,1.7%,52.7%,4,93%,6%,1%,90%,9%,1%,Good
4521,139277,813,Mixed,Does not apply,49.7,50.3,1.7,9.4,6.9,93.1,0.0,41.0,21.485411140583555,6.7,20.2,114.0,111,45.4,0.04,-0.2,0.27,3.66,71.1%,51.8%,11.4%,7.0%,3.5%,63.2%,3,92%,7%,1%,89%,11%,0%,Good
4522,139282,383,Mixed,Does not apply,47.8,52.2,3.0,8.9,6.2,93.6,0.2,48.4,22.831050228310502,9.0,24.7,139.0,137,31.1,-1.09,-1.31,-0.88,2.69,38.1%,19.4%,41.7%,10.1%,2.2%,28.8%,5,85%,15%,0%,78%,22%,0%,Inadequate
4524,139288,935,Mixed,None,49.1,50.9,1.9,11.4,28.3,71.3,0.4,32.4,19.88011988011988,6.3,15.9,195.0,177,46.8,0.19,0,0.38,4.04,61.0%,41.0%,53.8%,24.1%,12.8%,56.9%,3,92%,7%,1%,89%,11%,0%,Good
4525,139290,888,Mixed,Does not apply,48.5,51.5,1.2,17.2,0.8,99.2,0.0,31.5,20.15655577299413,4.6,11.3,65.0,65,45.4,0.24,-0.08,0.55,3.61,67.7%,40.0%,4.6%,1.5%,0.0%,56.9%,3,90%,10%,0%,84%,16%,0%,Unknown
4527,139293,320,Girls,Does not apply,100.0,0.0,0.6,7.7,30.0,70.0,0.0,30.8,13.942307692307693,4.2,8.8,117.0,111,55.1,0.69,0.45,0.93,5.16,84.6%,54.7%,89.7%,53.0%,34.2%,79.5%,1,93%,4%,3%,89%,5%,7%,Unknown
4528,139294,357,Mixed,Does not apply,63.0,37.0,0.7,17.0,6.4,93.6,0.0,42.6,21.37628111273792,8.4,23.3,122.0,122,34.6,-1.01,-1.24,-0.79,2.81,43.4%,23.0%,12.3%,7.4%,3.3%,41.0%,5,89%,11%,0%,80%,20%,0%,Inadequate
4529,139304,925,Boys,None,5.9,94.1,0.7,5.3,5.4,94.6,0.0,7.8,2.880184331797235,4.3,7.3,135.0,120,59.2,-0.07,-0.29,0.16,5.53,92.6%,77.8%,74.8%,49.6%,31.9%,87.4%,3,99%,1%,0%,100%,0%,0%,Good
4531,139311,926,Mixed,Does not apply,49.1,50.9,2.6,12.9,1.2,98.8,0.0,18.5,8.558558558558559,5.3,13,128.0,125,45.6,-0.16,-0.39,0.06,4.2,64.1%,38.3%,50.8%,29.7%,23.4%,57.8%,3,99%,1%,0%,93%,7%,0%,Good
4535,139319,304,Mixed,None,46.9,53.1,3.2,10.9,62.4,33.9,3.7,33.2,14.293032786885245,5.1,11.7,245.0,237,48.7,0.36,0.2,0.52,4.64,71.8%,48.6%,81.2%,44.1%,24.9%,64.9%,2,92%,7%,1%,88%,11%,1%,Unknown
4539,139334,373,Mixed,None,52.7,47.3,0.9,12.7,34.1,65.9,0.0,60.7,39.7887323943662,5.4,12.3,181.0,156,36.1,-0.2,-0.4,0,3.11,43.6%,19.3%,43.1%,14.4%,8.8%,38.7%,3,85%,14%,1%,82%,17%,1%,Good
4541,139345,803,Mixed,Does not apply,51.5,48.5,1.8,8.4,6.1,93.7,0.2,11.3,6.270358306188925,4.6,9.1,164.0,159,43.8,-0.19,-0.39,0.01,4.08,59.8%,42.1%,56.7%,32.9%,18.9%,51.8%,3,97%,2%,1%,92%,8%,0%,Good
4542,139348,803,Mixed,Does not apply,50.7,49.3,2.6,10.2,6.0,94.0,0.0,13.8,5.420560747663552,6.9,17.2,255.0,248,48.5,-0.09,-0.25,0.07,4.41,65.9%,40.0%,62.0%,36.1%,20.0%,63.1%,3,94%,5%,1%,86%,14%,0%,Unknown
4543,139351,383,Mixed,Roman Catholic,49.4,50.6,0.7,6.7,2.9,97.1,0.0,6.6,3.456591639871383,4.6,8.6,188.0,184,56.5,0.42,0.23,0.6,5.09,81.4%,61.2%,60.1%,44.1%,27.1%,78.2%,2,98%,2%,1%,94%,6%,0%,Outstanding
4545,139364,205,Boys,Does not apply,2.2,97.8,3.8,18.8,54.2,45.5,0.3,54.4,33.787465940054496,6.2,17,61.0,49,37.2,-0.93,-1.29,-0.57,3.22,49.2%,23.0%,27.9%,18.0%,9.8%,41.0%,5,89%,6%,6%,90%,5%,5%,Good
4546,139365,205,Girls,Does not apply,100.0,0.0,1.1,18.2,36.6,63.4,0.0,57.0,29.073482428115017,6.3,17.1,119.0,110,53.6,0.52,0.28,0.76,4.57,71.4%,47.1%,35.3%,27.7%,20.2%,68.9%,1,95%,5%,0%,93%,7%,0%,Unknown
4547,139367,825,Mixed,Does not apply,52.9,47.1,2.5,12.5,8.2,91.6,0.2,20.9,9.014423076923077,6.1,17,144.0,139,40.3,-0.41,-0.62,-0.19,3.42,53.5%,29.2%,56.9%,11.8%,4.9%,49.3%,4,95%,4%,1%,100%,0%,0%,Good
4548,139368,876,Mixed,Does not apply,48.1,51.9,0.6,6.4,2.0,98.0,0.0,26.7,15.52482715273413,4.1,8.8,308.0,305,52.7,0.21,0.07,0.35,4.52,76.0%,57.5%,36.7%,31.5%,23.1%,73.7%,2,97%,2%,1%,95%,5%,0%,Unknown
4553,139401,873,Mixed,Does not apply,50.0,50.0,1.7,6.6,25.2,74.8,0.0,47.3,31.372549019607842,5.1,13.3,68.0,62,45.5,0.27,-0.05,0.59,3.39,57.4%,26.5%,2.9%,2.9%,1.5%,57.4%,3,90%,9%,1%,83%,17%,0%,Good
4554,139402,881,Mixed,Does not apply,46.5,53.5,2.6,7.9,5.4,94.6,0.0,24.5,12.260536398467432,5.5,15.1,148.0,143,44.9,-0.14,-0.35,0.07,3.87,64.9%,35.8%,35.1%,25.0%,13.5%,60.1%,3,95%,5%,0%,89%,11%,0%,Good
4555,139403,935,Mixed,Does not apply,49.6,50.4,3.4,14.7,5.7,94.3,0.0,55.4,37.57159221076747,5.7,13.8,171.0,169,42.1,-0.04,-0.24,0.15,2.99,49.7%,29.8%,4.1%,1.2%,0.0%,47.4%,3,91%,7%,1%,86%,11%,2%,Inadequate
4556,139405,805,Mixed,Does not apply,53.2,46.8,1.0,9.8,3.7,96.0,0.3,50.5,32.74193548387097,8.1,25.5,229.0,222,45.3,-0.08,-0.25,0.09,3.66,67.2%,40.2%,28.4%,7.4%,2.6%,59.8%,3,93%,7%,1%,86%,13%,1%,Good
4571,139455,893,Mixed,Does not apply,50.9,49.1,2.4,14.6,2.0,98.0,0.0,16.1,9.124087591240876,4.4,9.2,114.0,110,52.8,0.24,0,0.48,4.54,71.9%,58.8%,21.9%,18.4%,18.4%,71.1%,3,97%,3%,0%,95%,5%,0%,Good
4572,139456,352,Mixed,Roman Catholic,53.4,46.6,1.3,16.2,18.3,81.7,0.0,56.4,41.4535666218035,5.8,12.8,159.0,152,37.4,-0.55,-0.75,-0.35,3.25,42.8%,22.6%,64.2%,18.2%,11.9%,35.8%,5,89%,11%,1%,82%,18%,0%,Requires Improvement
4576,139487,926,Mixed,Does not apply,48.1,51.9,2.6,8.8,3.1,96.7,0.2,15.0,7.588532883642496,5.9,14.2,209.0,206,44.6,-0.27,-0.45,-0.1,3.71,58.4%,37.8%,16.7%,10.5%,7.7%,53.1%,4,97%,3%,0%,91%,9%,0%,Unknown
4577,139500,384,Mixed,Does not apply,49.0,51.0,1.9,8.0,2.5,97.5,0.0,21.9,11.219512195121952,5.6,14.9,194.0,187,47.1,0.11,-0.07,0.3,3.95,69.6%,42.8%,20.6%,16.5%,12.4%,68.0%,3,95%,5%,0%,91%,9%,0%,Good
4578,139501,384,Mixed,Does not apply,50.2,49.8,2.7,10.7,2.3,97.7,0.0,29.8,16.210045662100455,4.9,13.4,149.0,148,46.2,0.16,-0.04,0.37,3.88,65.8%,49.0%,17.4%,14.1%,12.8%,59.7%,3,90%,10%,1%,78%,20%,3%,Good
4579,139517,822,Mixed,Roman Catholic,51.5,48.5,2.5,8.1,31.2,68.1,0.7,23.9,9.477756286266924,5.5,14.7,194.0,182,48.4,0.11,-0.07,0.3,4.11,60.3%,41.2%,25.3%,19.6%,14.4%,57.2%,3,95%,5%,0%,90%,10%,0%,Unknown
4583,139534,881,Mixed,Does not apply,54.8,45.2,3.4,8.6,1.5,98.5,0.0,15.2,6.493506493506493,5.0,11.8,252.0,248,46.1,-0.08,-0.24,0.08,4.1,65.1%,36.9%,55.6%,34.9%,17.1%,57.5%,3,98%,2%,0%,98%,2%,0%,Unknown
4584,139536,894,Mixed,None,48.1,51.9,2.9,30.1,12.6,87.0,0.4,50.5,33.401221995926676,8.9,29.2,72.0,67,31.8,-1.18,-1.49,-0.87,2.74,26.4%,11.1%,37.5%,6.9%,4.2%,23.6%,5,78%,22%,0%,71%,29%,0%,Requires Improvement
4586,139540,880,Mixed,Does not apply,34.4,65.6,100.0,0.0,0.8,99.2,0.0,59.2,36.0,6.2,15,34.0,33,2.1,-1.62,-2.06,-1.18,0.1,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,5,100%,0%,0%,100%,0%,0%,Good
4587,139542,886,Mixed,None,44.2,55.8,0.6,10.2,3.3,96.7,0.0,17.5,7.806691449814126,6.6,18.8,126.0,125,43.5,0.11,-0.11,0.34,3.62,63.5%,35.7%,37.3%,14.3%,5.6%,60.3%,3,97%,3%,0%,95%,5%,0%,Good
4588,139553,878,Mixed,Church of England,51.1,48.9,1.1,15.4,1.1,98.9,0.0,27.0,12.124352331606218,7.3,21.8,148.0,146,42,-0.26,-0.46,-0.05,3.56,56.8%,29.1%,19.6%,13.5%,9.5%,51.4%,4,91%,8%,1%,95%,5%,0%,Good
4591,139572,926,Mixed,Does not apply,48.1,51.9,1.9,15.2,3.2,96.8,0.0,27.1,11.907810499359796,5.8,17.3,96.0,96,42.6,0.07,-0.18,0.33,3.57,57.3%,24.0%,25.0%,11.5%,6.3%,51.0%,3,98%,2%,0%,92%,8%,0%,Good
4592,139578,883,Mixed,None,35.8,64.2,1.8,15.3,32.6,63.6,3.8,35.1,16.407185628742514,5.9,17.4,146.0,120,38.3,-0.18,-0.41,0.05,3.41,48.6%,28.1%,52.7%,8.9%,4.1%,43.2%,3,90%,9%,2%,82%,16%,2%,Good
